Fundo,CNPJ,Data,Tipo,Documento,Espécie,Arquivo,ID CVM
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,12/2020,outro,Informe Trimestral,,,148080
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,31/12/2020,outro,Demonstrações Financeiras,,,157691
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,05/02/2021 10:00,assembleia,AGE,Ata da Assembleia,data/raw/08417544000165/147591_assembleia_assembleia_147591_2021-02-05.pdf,147591
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,05/02/2021,regulamento,Regulamento,,data/raw/08417544000165/147607_regulamento_regulamento_147607_2021-02-05.pdf,147607
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,05/02/2021 10:00,assembleia,AGE,Ata da Assembleia,data/raw/08417544000165/147618_assembleia_assembleia_147618_2021-02-05.pdf,147618
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/02/2021,outro,Relatório de Agência de Rating,,,147361
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,03/2021,outro,Informe Trimestral,,,175559
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,12/05/2021,outro,Relatório de Agência de Rating,,,173680
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,06/2021,outro,Informe Trimestral,,,204884
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,13/07/2021 15:00,assembleia,AGO/E,Edital de Convocação,data/raw/08417544000165/193190_assembleia_assembleia_193190_2021-07-13.pdf,193190
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,22/07/2021 11:00,assembleia,AGO/E,Ata da Assembleia,data/raw/08417544000165/197229_assembleia_assembleia_197229_2021-07-22.pdf,197229
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/08/2021,outro,Relatório de Agência de Rating,,,207852
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/08/2021,outro,Relatório de Agência de Rating,,,208093
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,31/08/2021,outro,Relatório de Agência de Rating,,,271448
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/2021,outro,Informe Trimestral,,,236210
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,12/2021,outro,Informe Trimestral,,,267376
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,23/12/2021 11:00,assembleia,AGE,Ata da Assembleia,data/raw/08417544000165/256459_assembleia_assembleia_256459_2021-12-23.pdf,256459
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,31/12/2021,outro,Demonstrações Financeiras,,,279044
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,10/01/2022,outro,Relatório de Agência de Rating,,,292885
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,07/02/2022,outro,Relatório de Agência de Rating,,,271444
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,03/2022,outro,Informe Trimestral,,,305778
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,06/05/2022,outro,Relatório de Agência de Rating,,,301501
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,06/2022,outro,Informe Trimestral,,,339752
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,02/06/2022 11:00,assembleia,AGO,Edital de Convocação,data/raw/08417544000165/311462_assembleia_assembleia_311462_2022-06-02.pdf,311462
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,14/06/2022 11:00,assembleia,AGO,Ata da Assembleia,data/raw/08417544000165/314941_assembleia_assembleia_314941_2022-06-14.pdf,314941
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,14/06/2022,outro,Relatório de Agência de Rating,,,318774
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,11/07/2022 11:00,assembleia,AGE,Edital de Convocação,data/raw/08417544000165/324000_assembleia_assembleia_324000_2022-07-11.pdf,324000
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,11/07/2022 11:00,assembleia,AGE,Ata da Assembleia,data/raw/08417544000165/324285_assembleia_assembleia_324285_2022-07-11.pdf,324285
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,11/07/2022,outro,Outros Documentos,,,341060
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,22/07/2022,outro,Relatório de Agência de Rating,,,350210
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,12/08/2022,outro,Relatório de Agência de Rating,,,341638
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/2022,outro,Informe Trimestral,,,376310
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,10/11/2022,outro,Relatório de Agência de Rating,,,377738
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,12/2022,outro,Informe Trimestral,,,416478
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,31/12/2022,outro,Demonstrações Financeiras,,,429011
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/01/2023,outro,Relatório de Agência de Rating,,,401253
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/02/2023,outro,Relatório de Agência de Rating,,,425004
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,03/2023,outro,Informe Trimestral,,,464551
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,10/03/2023,outro,Relatório de Agência de Rating,,,429233
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,05/05/2023 11:00,assembleia,AGE,Ata da Assembleia,data/raw/08417544000165/458966_assembleia_assembleia_458966_2023-05-05.pdf,458966
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,05/05/2023,regulamento,Regulamento,,data/raw/08417544000165/458972_regulamento_regulamento_458972_2023-05-05.pdf,458972
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/05/2023,emissao,Aviso ao Mercado,,data/raw/08417544000165/458984_emissao_emissao_458984_2023-05-09.pdf,458984
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/05/2023,outro,Relatório de Agência de Rating,,,500166
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,17/05/2023,emissao,Aviso ao Mercado,,data/raw/08417544000165/466330_emissao_emissao_466330_2023-05-17.pdf,466330
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,19/05/2023,emissao,Aviso ao Mercado,,data/raw/08417544000165/467889_emissao_emissao_467889_2023-05-19.pdf,467889
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,26/05/2023,outro,Relatório de Agência de Rating,,,480258
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,06/2023,outro,Informe Trimestral,,,506234
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,06/2023,outro,Informe Trimestral,,,506899
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/06/2023,emissao,Anúncio de Início,,data/raw/08417544000165/475826_emissao_emissao_475826_2023-06-09.pdf,475826
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/06/2023,emissao,Anúncio de Início,,data/raw/08417544000165/476834_emissao_emissao_476834_2023-06-09.pdf,476834
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,15/06/2023,emissao,Anúncio de Encerramento,,data/raw/08417544000165/479908_emissao_emissao_479908_2023-06-15.pdf,479908
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,19/06/2023,outro,Relatório de Agência de Rating,,,510383
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/2023,outro,Informe Trimestral,,,552432
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/2023,outro,Informe Trimestral,,,553647
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,24/11/2023,outro,Relatório de Agência de Rating,,,560038
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,12/2023,outro,Informe Trimestral,,,602767
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,31/12/2023,outro,Demonstrações Financeiras,,,625736
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,15/01/2024 11:00,assembleia,AGE,Edital de Convocação,data/raw/08417544000165/585596_assembleia_assembleia_585596_2024-01-15.pdf,585596
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,15/01/2024 11:00,assembleia,AGE,Ata da Assembleia,data/raw/08417544000165/585597_assembleia_assembleia_585597_2024-01-15.pdf,585597
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,17/01/2024,emissao,Aviso ao Mercado,,data/raw/08417544000165/587307_emissao_emissao_587307_2024-01-17.pdf,587307
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,29/01/2024,outro,Relatório de Agência de Rating,,,639594
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,01/02/2024,outro,Relatório de Agência de Rating,,,658193
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,02/02/2024,outro,Relatório de Agência de Rating,,,603624
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,06/02/2024,assembleia,Instrumento Particular de Emissão de Cotas,,data/raw/08417544000165/596947_assembleia_assembleia_596947_2024-02-06.pdf,596947
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,06/02/2024,emissao,Anúncio de Início,,data/raw/08417544000165/602471_emissao_emissao_602471_2024-02-06.pdf,602471
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,08/02/2024,outro,Relatório de Agência de Rating,,,658199
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/02/2024,emissao,Anúncio de Encerramento,,data/raw/08417544000165/602486_emissao_emissao_602486_2024-02-09.pdf,602486
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,03/2024,outro,Informe Trimestral,,,661281
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,11/04/2024,outro,Relatório de Agência de Rating,,,641901
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,06/2024,outro,Informe Trimestral,,,719208
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,01/07/2024 11:00,assembleia,AGO,Edital de Convocação,data/raw/08417544000165/684471_assembleia_assembleia_684471_2024-07-01.pdf,684471
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,01/07/2024 11:00,assembleia,AGO,Ata da Assembleia,data/raw/08417544000165/690837_assembleia_assembleia_690837_2024-07-01.pdf,690837
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,29/07/2024,outro,Outros Documentos,,,706391
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,31/07/2024,outro,Relatório de Agência de Rating,,,717945
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,08/08/2024 11:00,assembleia,AGE,Ata da Assembleia,data/raw/08417544000165/716784_assembleia_assembleia_716784_2024-08-08.pdf,716784
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,13/08/2024,evento,Aviso aos Cotistas,,data/raw/08417544000165/730982_evento_evento_730982_2024-08-13.pdf,730982
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,29/08/2024,outro,Relatório de Agência de Rating,,,730857
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/2024,outro,Informe Trimestral,,,783431
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,13/09/2024,outro,Relatório de Agência de Rating,,,791848
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,16/09/2024,outro,Relatório de Agência de Rating,,,741560
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,23/09/2024 11:00,assembleia,AGE,Edital de Convocação,data/raw/08417544000165/736911_assembleia_assembleia_736911_2024-09-23.pdf,736911
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,23/09/2024 11:00,assembleia,AGE,Ata da Assembleia,data/raw/08417544000165/742937_assembleia_assembleia_742937_2024-09-23.pdf,742937
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,24/09/2024,emissao,Aviso ao Mercado,,data/raw/08417544000165/743529_emissao_emissao_743529_2024-09-24.pdf,743529
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,24/09/2024,assembleia,Instrumento Particular de Emissão de Cotas,,data/raw/08417544000165/743627_assembleia_assembleia_743627_2024-09-24.pdf,743627
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,18/11/2024 18:00,assembleia,AGE,Edital de Convocação,data/raw/08417544000165/774892_assembleia_assembleia_774892_2024-11-18.pdf,774892
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,18/11/2024 18:00,assembleia,AGE,Ata da Assembleia,data/raw/08417544000165/784310_assembleia_assembleia_784310_2024-11-18.pdf,784310
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,18/11/2024,regulamento,Regulamento,,data/raw/08417544000165/784311_regulamento_regulamento_784311_2024-11-18.pdf,784311
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,12/2024,outro,Informe Trimestral,,,841316
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,31/12/2024,outro,Demonstrações Financeiras,,,860843
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,31/12/2024,outro,Demonstrações Financeiras,,,861049
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,11/02/2025,outro,Relatório de Agência de Rating,,,847063
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,03/2025,outro,Informe Trimestral,,,903772
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,19/03/2025,outro,Relatório de Agência de Rating,,,863560
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,02/05/2025 16:00,assembleia,AGE,Edital de Convocação,data/raw/08417544000165/883631_assembleia_assembleia_883631_2025-05-02.pdf,883631
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,02/05/2025 16:00,assembleia,AGO,Ata da Assembleia,data/raw/08417544000165/908279_assembleia_assembleia_908279_2025-05-02.pdf,908279
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,14/05/2025,outro,Relatório de Agência de Rating,,,909984
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,06/2025,outro,Informe Trimestral,,,970769
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,10/06/2025,outro,Relatório de Agência de Rating,,,930967
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,30/06/2025 11:00,assembleia,AGE,Edital de Convocação,data/raw/08417544000165/928766_assembleia_assembleia_928766_2025-06-30.pdf,928766
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,30/06/2025 11:00,assembleia,AGE,Ata da Assembleia,data/raw/08417544000165/939819_assembleia_assembleia_939819_2025-06-30.pdf,939819
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,02/07/2025,emissao,Aviso ao Mercado,,data/raw/08417544000165/939731_emissao_emissao_939731_2025-07-02.pdf,939731
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,22/07/2025,outro,Relatório de Agência de Rating,,,1036869
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,28/07/2025,emissao,Anúncio de Início,,data/raw/08417544000165/954682_emissao_emissao_954682_2025-07-28.pdf,954682
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,28/07/2025,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/08417544000165/954689_evento_evento_954689_2025-07-28.pdf,954689
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,12/08/2025,emissao,Anúncio de Encerramento,,data/raw/08417544000165/974566_emissao_emissao_974566_2025-08-12.pdf,974566
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,13/08/2025,outro,Relatório de Agência de Rating,,,1017940
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,09/2025,outro,Informe Trimestral,,,1037024
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,12/2025,outro,Informe Trimestral,,,1115679
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,12/12/2025,outro,Relatório de Agência de Rating,,,1065638
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,31/12/2025,outro,Demonstrações Financeiras,,,1139675
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,02/02/2026,outro,Relatório de Agência de Rating,,,1104002
